# gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=10 --retry-beam=40 --careful=false "gmm-boost-silence --boost=1.0 1 exp/mono/20.mdl - |" "ark:gunzip -c exp/mono/fsts.10.gz|" "ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split10/10/utt2spk scp:data/train/split10/10/cmvn.scp scp:data/train/split10/10/feats.scp ark:- | add-deltas  ark:- ark:- |" "ark,t:|gzip -c >exp/mono/ali.10.gz" 
# Started at Mon Apr 29 15:17:42 AEST 2019
#
gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=10 --retry-beam=40 --careful=false 'gmm-boost-silence --boost=1.0 1 exp/mono/20.mdl - |' 'ark:gunzip -c exp/mono/fsts.10.gz|' 'ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split10/10/utt2spk scp:data/train/split10/10/cmvn.scp scp:data/train/split10/10/feats.scp ark:- | add-deltas  ark:- ark:- |' 'ark,t:|gzip -c >exp/mono/ali.10.gz' 
gmm-boost-silence --boost=1.0 1 exp/mono/20.mdl - 
LOG (gmm-boost-silence[5.5.294-06484]:main():gmm-boost-silence.cc:93) Boosted weights for 3 pdfs, by factor of 1
LOG (gmm-boost-silence[5.5.294-06484]:main():gmm-boost-silence.cc:103) Wrote model to -
apply-cmvn --utt2spk=ark:data/train/split10/10/utt2spk scp:data/train/split10/10/cmvn.scp scp:data/train/split10/10/feats.scp ark:- 
add-deltas ark:- ark:- 
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRWA0_SX73
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRWS0_SI1102
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRWS0_SI1732
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRWS0_SI472
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRWS0_SX112
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRWS0_SX202
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRWS0_SX22
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRWS0_SX292
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRWS0_SX382
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRXB0_SI1585
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRXB0_SI2215
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRXB0_SI955
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRXB0_SX145
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRXB0_SX235
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRXB0_SX325
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRXB0_SX415
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRXB0_SX55
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MSFV0_SI1262
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MSFV0_SI1892
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MSFV0_SI632
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MSFV0_SX182
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MSFV0_SX272
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MSFV0_SX362
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MSFV0_SX452
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MSFV0_SX92
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTJM0_SI1226
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTJM0_SI1856
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTJM0_SI655
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTJM0_SX146
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTJM0_SX236
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTJM0_SX326
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTJM0_SX416
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTJM0_SX56
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTJS0_SI1192
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTJS0_SI1822
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTJS0_SI562
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTJS0_SX112
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTJS0_SX202
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTJS0_SX22
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTJS0_SX292
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTJS0_SX382
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTKP0_SI1023
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTKP0_SI2283
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTKP0_SI454
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTKP0_SX123
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTKP0_SX213
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTKP0_SX303
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTKP0_SX33
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTKP0_SX393
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTLB0_SI1134
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTLB0_SI1764
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTLB0_SI504
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTLB0_SX144
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTLB0_SX234
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTLB0_SX324
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTLB0_SX414
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTLB0_SX54
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPF0_SI1235
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPF0_SI1865
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPF0_SI605
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPF0_SX155
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPF0_SX245
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPF0_SX335
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPF0_SX425
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPF0_SX65
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPG0_SI1383
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPG0_SI2013
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPG0_SI753
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPG0_SX123
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPG0_SX213
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPG0_SX303
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPG0_SX33
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPG0_SX393
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPP0_SI1508
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPP0_SI2138
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPP0_SI878
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPP0_SX158
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPP0_SX248
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPP0_SX338
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPP0_SX428
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MTPP0_SX68
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MVJH0_SI1556
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MVJH0_SI2186
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MVJH0_SI926
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MVJH0_SX116
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MVJH0_SX206
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MVJH0_SX26
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MVJH0_SX296
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MVJH0_SX386
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MWDK0_SI1436
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MWDK0_SI2017
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MWDK0_SI806
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MWDK0_SX176
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MWDK0_SX266
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MWDK0_SX356
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MWDK0_SX446
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MWDK0_SX86
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MWGR0_SI1606
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MWGR0_SI2236
LOG (apply-cmvn[5.5.294-06484]:main():apply-cmvn.cc:162) Applied cepstral mean normalization to 120 utterances, errors on 0
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MWGR0_SI976
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MWGR0_SX166
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MWGR0_SX256
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MWGR0_SX346
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MWGR0_SX436
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MWGR0_SX76
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:135) Overall log-likelihood per frame is -99.261 over 36499 frames.
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:137) Retried 0 out of 120 utterances.
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:139) Done 120, errors on 0
# Accounting: time=0 threads=1
# Ended (code 0) at Mon Apr 29 15:17:42 AEST 2019, elapsed time 0 seconds
