# gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=10 --retry-beam=40 --careful=false "gmm-boost-silence --boost=1.0 1 exp/mono/9.mdl - |" "ark:gunzip -c exp/mono/fsts.7.gz|" "ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split10/7/utt2spk scp:data/train/split10/7/cmvn.scp scp:data/train/split10/7/feats.scp ark:- | add-deltas  ark:- ark:- |" "ark,t:|gzip -c >exp/mono/ali.7.gz" 
# Started at Mon Apr 29 16:34:01 AEST 2019
#
gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=10 --retry-beam=40 --careful=false 'gmm-boost-silence --boost=1.0 1 exp/mono/9.mdl - |' 'ark:gunzip -c exp/mono/fsts.7.gz|' 'ark,s,cs:apply-cmvn  --utt2spk=ark:data/train/split10/7/utt2spk scp:data/train/split10/7/cmvn.scp scp:data/train/split10/7/feats.scp ark:- | add-deltas  ark:- ark:- |' 'ark,t:|gzip -c >exp/mono/ali.7.gz' 
gmm-boost-silence --boost=1.0 1 exp/mono/9.mdl - 
LOG (gmm-boost-silence[5.5.294-06484]:main():gmm-boost-silence.cc:93) Boosted weights for 3 pdfs, by factor of 1
LOG (gmm-boost-silence[5.5.294-06484]:main():gmm-boost-silence.cc:103) Wrote model to -
add-deltas ark:- ark:- 
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MPSW0_SX437
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MPSW0_SX77
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRAB1_SI1478
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRAB1_SI2108
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRAB1_SI848
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRAB1_SX128
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRAB1_SX218
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRAB1_SX308
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRAB1_SX38
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRAB1_SX398
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRAI0_SI1954
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRAI0_SI2052
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRAI0_SI792
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRAI0_SX162
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRAI0_SX252
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRAI0_SX342
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRAI0_SX432
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRAI0_SX72
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRDM0_SI1044
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRDM0_SI1595
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRDM0_SI965
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRDM0_SX155
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRDM0_SX245
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRDM0_SX335
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRDM0_SX425
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRDM0_SX65
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MREM0_SI1591
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MREM0_SI511
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MREM0_SI961
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MREM0_SX151
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MREM0_SX241
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MREM0_SX331
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MREM0_SX421
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MREM0_SX61
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRFL0_SI1156
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRFL0_SI1786
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRFL0_SI526
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRFL0_SX166
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRFL0_SX256
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRFL0_SX346
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRFL0_SX436
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRFL0_SX76
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRGM0_SI1162
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRGM0_SI1792
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRGM0_SI532
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRGM0_SX172
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRGM0_SX262
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRGM0_SX416
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRGM0_SX442
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRGM0_SX82
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRLJ1_SI1671
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRLJ1_SI2301
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRLJ1_SI2332
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRLJ1_SX141
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRLJ1_SX231
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRLJ1_SX321
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRLJ1_SX411
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRLJ1_SX51
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRLK0_SI1468
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRLK0_SI2140
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRLK0_SI843
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRLK0_SX123
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRLK0_SX213
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRLK0_SX303
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRLK0_SX33
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRLK0_SX393
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMG0_SI1080
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMG0_SI1710
LOG (apply-cmvn[5.5.294-06484]:main():apply-cmvn.cc:162) Applied cepstral mean normalization to 120 utterances, errors on 0
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMG0_SI2340
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMG0_SX180
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMG0_SX270
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMG0_SX360
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMG0_SX450
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:127) MRMG0_SX90
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:135) Overall log-likelihood per frame is -100.906 over 36206 frames.
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:137) Retried 0 out of 120 utterances.
LOG (gmm-align-compiled[5.5.294-06484]:main():gmm-align-compiled.cc:139) Done 120, errors on 0
# Accounting: time=0 threads=1
# Ended (code 0) at Mon Apr 29 16:34:01 AEST 2019, elapsed time 0 seconds
